feature_set,target,model,n_subjects,n_features,raw_mae_min,kalman_mae_min,r2,rho,sec
NIRS,lt2,"SVR(C=1,ε=1.0)",19,11,4.9808,4.975,0.114,0.481,6.0
NIRS,lt2,"SVR(C=10,ε=0.1)",19,11,4.0906,4.0001,0.422,0.653,6.0
NIRS,lt2,"SVR(C=10,ε=1.0)",19,11,4.0923,4.0019,0.421,0.652,6.0
NIRS,lt2,"SVR(C=100,ε=0.1)",19,11,4.2869,4.0483,0.405,0.621,6.0
NIRS,lt2,"SVR(C=100,ε=1.0)",19,11,4.2875,4.0484,0.405,0.621,4.2
HRV,lt2,Ridge(α=1),19,6,3.031,2.9836,0.644,0.827,0.2
HRV,lt2,Ridge(α=10),19,6,3.0874,3.0338,0.634,0.821,0.1
HRV,lt2,Ridge(α=100),19,6,3.0812,3.0319,0.634,0.82,0.2
HRV,lt2,Ridge(α=1000),19,6,3.0962,3.0463,0.626,0.816,0.2
HRV,lt2,Huber(ε=1.1),19,6,2.9278,2.8618,0.662,0.847,0.3
HRV,lt2,Huber(ε=1.35),19,6,2.9094,2.8447,0.667,0.845,0.4
HRV,lt2,Huber(ε=1.5),19,6,2.9078,2.8446,0.667,0.844,0.4
HRV,lt2,Huber(ε=2.0),19,6,2.9093,2.8532,0.666,0.842,0.3
HRV,lt2,"EN(α=0.01,l1=0.2)",19,6,3.0894,3.0365,0.634,0.82,0.4
HRV,lt2,"EN(α=0.01,l1=0.5)",19,6,3.0896,3.0362,0.634,0.82,0.5
HRV,lt2,"EN(α=0.01,l1=0.9)",19,6,3.0747,3.0221,0.637,0.822,1.4
HRV,lt2,"EN(α=0.1,l1=0.2)",19,6,3.0695,3.0235,0.635,0.819,0.2
HRV,lt2,"EN(α=0.1,l1=0.5)",19,6,3.0742,3.0271,0.635,0.819,0.2
HRV,lt2,"EN(α=0.1,l1=0.9)",19,6,3.0888,3.0366,0.634,0.82,0.2
HRV,lt2,"EN(α=1.0,l1=0.2)",19,6,3.267,3.2078,0.594,0.812,0.1
HRV,lt2,"EN(α=1.0,l1=0.5)",19,6,3.1635,3.1072,0.613,0.815,0.2
HRV,lt2,"EN(α=1.0,l1=0.9)",19,6,3.0651,3.0207,0.635,0.819,0.1
HRV,lt2,"GBM(n=50,d=2)",19,6,3.0978,2.9641,0.615,0.827,3.9
HRV,lt2,"GBM(n=50,d=3)",19,6,3.0863,2.9441,0.614,0.829,5.7
HRV,lt2,"GBM(n=100,d=2)",19,6,3.1496,3.0031,0.586,0.818,7.4
HRV,lt2,"GBM(n=100,d=3)",19,6,3.1068,2.938,0.608,0.828,9.5
HRV,lt2,"GBM(n=200,d=2)",19,6,3.2081,3.0339,0.557,0.806,12.1
HRV,lt2,"GBM(n=200,d=3)",19,6,3.2024,2.9784,0.576,0.814,16.4
HRV,lt2,"SVR(C=1,ε=0.1)",19,6,3.6261,3.5899,0.449,0.774,6.2
HRV,lt2,"SVR(C=1,ε=1.0)",19,6,3.6251,3.5889,0.449,0.774,6.2
HRV,lt2,"SVR(C=10,ε=0.1)",19,6,3.0021,2.9106,0.613,0.832,6.4
HRV,lt2,"SVR(C=10,ε=1.0)",19,6,3.0039,2.9124,0.613,0.832,6.3
HRV,lt2,"SVR(C=100,ε=0.1)",19,6,3.064,2.9264,0.591,0.823,6.0
HRV,lt2,"SVR(C=100,ε=1.0)",19,6,3.0623,2.9248,0.592,0.823,4.8
EMG+NIRS,lt2,Ridge(α=1),19,90,3.4716,3.1313,0.565,0.778,0.7
EMG+NIRS,lt2,Ridge(α=10),19,90,3.3863,3.0562,0.588,0.788,0.8
EMG+NIRS,lt2,Ridge(α=100),19,90,3.1711,2.8871,0.636,0.815,0.7
EMG+NIRS,lt2,Ridge(α=1000),19,90,2.9272,2.7055,0.674,0.841,0.8
EMG+NIRS,lt2,Huber(ε=1.1),19,90,3.5528,3.2275,0.546,0.775,7.0
EMG+NIRS,lt2,Huber(ε=1.35),19,90,3.4841,3.1588,0.563,0.782,7.0
EMG+NIRS,lt2,Huber(ε=1.5),19,90,3.4765,3.1513,0.565,0.782,6.5
EMG+NIRS,lt2,Huber(ε=2.0),19,90,3.5,3.1678,0.558,0.777,6.7
EMG+NIRS,lt2,"EN(α=0.01,l1=0.2)",19,90,3.304,2.9917,0.607,0.798,9.1
EMG+NIRS,lt2,"EN(α=0.01,l1=0.5)",19,90,3.3432,3.0224,0.598,0.794,9.9
EMG+NIRS,lt2,"EN(α=0.01,l1=0.9)",19,90,3.4353,3.0976,0.575,0.783,12.0
EMG+NIRS,lt2,"EN(α=0.1,l1=0.2)",19,90,3.0463,2.7865,0.659,0.829,3.5
EMG+NIRS,lt2,"EN(α=0.1,l1=0.5)",19,90,3.1008,2.8316,0.649,0.823,3.7
EMG+NIRS,lt2,"EN(α=0.1,l1=0.9)",19,90,3.2664,2.9638,0.615,0.803,5.3
EMG+NIRS,lt2,"EN(α=1.0,l1=0.2)",19,90,2.9036,2.734,0.672,0.846,1.5
EMG+NIRS,lt2,"EN(α=1.0,l1=0.5)",19,90,2.9006,2.7084,0.675,0.845,1.6
EMG+NIRS,lt2,"EN(α=1.0,l1=0.9)",19,90,2.9879,2.742,0.668,0.835,1.6
EMG+NIRS,lt2,"GBM(n=50,d=2)",19,90,2.8955,2.6801,0.664,0.829,41.9
EMG+NIRS,lt2,"GBM(n=50,d=3)",19,90,2.8837,2.6649,0.673,0.834,57.8
EMG+NIRS,lt2,"GBM(n=100,d=2)",19,90,2.8883,2.6645,0.672,0.834,77.2
EMG+NIRS,lt2,"GBM(n=100,d=3)",19,90,2.9078,2.6963,0.669,0.83,109.1
EMG+NIRS,lt2,"GBM(n=200,d=2)",19,90,2.9837,2.7788,0.656,0.828,145.9
EMG+NIRS,lt2,"GBM(n=200,d=3)",19,90,2.9502,2.7374,0.663,0.825,209.1
EMG+NIRS,lt2,"SVR(C=1,ε=0.1)",19,90,4.2182,4.2151,0.3,0.742,10.6
EMG+NIRS,lt2,"SVR(C=1,ε=1.0)",19,90,4.2184,4.2153,0.3,0.742,10.6
EMG+NIRS,lt2,"SVR(C=10,ε=0.1)",19,90,3.2951,3.1341,0.549,0.795,10.4
EMG+NIRS,lt2,"SVR(C=10,ε=1.0)",19,90,3.2951,3.1343,0.549,0.795,10.4
EMG+NIRS,lt2,"SVR(C=100,ε=0.1)",19,90,3.1808,2.9627,0.594,0.802,11.4
EMG+NIRS,lt2,"SVR(C=100,ε=1.0)",19,90,3.1814,2.9633,0.594,0.802,9.7
EMG+NIRS+HRV,lt2,Ridge(α=1),19,97,2.7856,2.5419,0.723,0.862,0.9
EMG+NIRS+HRV,lt2,Ridge(α=10),19,97,2.7257,2.4939,0.736,0.868,0.8
EMG+NIRS+HRV,lt2,Ridge(α=100),19,97,2.603,2.425,0.758,0.881,0.9
EMG+NIRS+HRV,lt2,Ridge(α=1000),19,97,2.5928,2.4785,0.753,0.879,0.8
EMG+NIRS+HRV,lt2,Huber(ε=1.1),19,97,2.8771,2.6401,0.712,0.858,16.1
EMG+NIRS+HRV,lt2,Huber(ε=1.35),19,97,2.8252,2.5867,0.72,0.862,14.1
EMG+NIRS+HRV,lt2,Huber(ε=1.5),19,97,2.8057,2.5666,0.722,0.863,14.1
EMG+NIRS+HRV,lt2,Huber(ε=2.0),19,97,2.7603,2.5236,0.727,0.866,14.1
EMG+NIRS+HRV,lt2,"EN(α=0.01,l1=0.2)",19,97,2.6701,2.457,0.746,0.874,10.1
EMG+NIRS+HRV,lt2,"EN(α=0.01,l1=0.5)",19,97,2.6951,2.4729,0.741,0.871,10.5
EMG+NIRS+HRV,lt2,"EN(α=0.01,l1=0.9)",19,97,2.7611,2.5217,0.728,0.865,18.5
EMG+NIRS+HRV,lt2,"EN(α=0.1,l1=0.2)",19,97,2.5807,2.4337,0.76,0.882,3.7
EMG+NIRS+HRV,lt2,"EN(α=0.1,l1=0.5)",19,97,2.5809,2.4226,0.761,0.882,3.9
EMG+NIRS+HRV,lt2,"EN(α=0.1,l1=0.9)",19,97,2.6412,2.4404,0.751,0.877,5.5
EMG+NIRS+HRV,lt2,"EN(α=1.0,l1=0.2)",19,97,2.58,2.489,0.744,0.879,1.7
EMG+NIRS+HRV,lt2,"EN(α=1.0,l1=0.5)",19,97,2.582,2.482,0.749,0.879,1.8
EMG+NIRS+HRV,lt2,"EN(α=1.0,l1=0.9)",19,97,2.5635,2.4281,0.764,0.883,1.7
EMG+NIRS+HRV,lt2,"GBM(n=50,d=2)",19,97,2.6948,2.5763,0.723,0.867,47.4
EMG+NIRS+HRV,lt2,"GBM(n=50,d=3)",19,97,2.7178,2.6096,0.72,0.863,64.3
EMG+NIRS+HRV,lt2,"GBM(n=100,d=2)",19,97,2.668,2.5348,0.736,0.871,84.8
EMG+NIRS+HRV,lt2,"GBM(n=100,d=3)",19,97,2.7272,2.5993,0.724,0.863,119.3
EMG+NIRS+HRV,lt2,"GBM(n=200,d=2)",19,97,2.648,2.5051,0.743,0.873,157.1
EMG+NIRS+HRV,lt2,"GBM(n=200,d=3)",19,97,2.7464,2.6126,0.722,0.862,226.8
EMG+NIRS+HRV,lt2,"SVR(C=1,ε=0.1)",19,97,4.1179,4.1187,0.32,0.764,11.7
EMG+NIRS+HRV,lt2,"SVR(C=1,ε=1.0)",19,97,4.1171,4.1177,0.32,0.764,11.7
EMG+NIRS+HRV,lt2,"SVR(C=10,ε=0.1)",19,97,3.0832,2.955,0.589,0.828,11.8
EMG+NIRS+HRV,lt2,"SVR(C=10,ε=1.0)",19,97,3.082,2.9536,0.589,0.829,11.3
EMG+NIRS+HRV,lt2,"SVR(C=100,ε=0.1)",19,97,2.9212,2.7903,0.648,0.85,12.7
EMG+NIRS+HRV,lt2,"SVR(C=100,ε=1.0)",19,97,2.9208,2.7901,0.648,0.85,10.5
EMG,lt1,Ridge(α=1),14,79,3.2391,3.0005,0.626,0.817,0.6
EMG,lt1,Ridge(α=10),14,79,3.1623,2.9404,0.646,0.827,0.6
EMG,lt1,Ridge(α=100),14,79,3.033,2.8341,0.675,0.845,0.6
EMG,lt1,Ridge(α=1000),14,79,2.8994,2.7534,0.707,0.865,0.6
EMG,lt1,Huber(ε=1.1),14,79,3.3146,3.0601,0.603,0.81,5.8
EMG,lt1,Huber(ε=1.35),14,79,3.2697,3.023,0.614,0.814,5.4
EMG,lt1,Huber(ε=1.5),14,79,3.2566,3.0092,0.617,0.815,5.1
EMG,lt1,Huber(ε=2.0),14,79,3.259,3.0121,0.618,0.814,4.8
EMG,lt1,"EN(α=0.01,l1=0.2)",14,79,3.1181,2.9016,0.656,0.833,5.9
EMG,lt1,"EN(α=0.01,l1=0.5)",14,79,3.1408,2.9228,0.651,0.83,6.2
EMG,lt1,"EN(α=0.01,l1=0.9)",14,79,3.2084,2.9763,0.635,0.821,7.6
EMG,lt1,"EN(α=0.1,l1=0.2)",14,79,2.9811,2.802,0.687,0.852,2.0
EMG,lt1,"EN(α=0.1,l1=0.5)",14,79,3.0064,2.8163,0.681,0.848,2.0
EMG,lt1,"EN(α=0.1,l1=0.9)",14,79,3.0937,2.879,0.661,0.836,3.2
EMG,lt1,"EN(α=1.0,l1=0.2)",14,79,2.8626,2.7377,0.714,0.87,0.9
EMG,lt1,"EN(α=1.0,l1=0.5)",14,79,2.8748,2.7387,0.711,0.868,1.0
EMG,lt1,"EN(α=1.0,l1=0.9)",14,79,2.93,2.7616,0.696,0.858,1.1
EMG,lt1,"GBM(n=50,d=2)",14,79,2.8488,2.7147,0.698,0.858,25.3
EMG,lt1,"GBM(n=50,d=3)",14,79,2.9066,2.7446,0.687,0.854,33.6
EMG,lt1,"GBM(n=100,d=2)",14,79,2.8314,2.6718,0.701,0.859,43.5
EMG,lt1,"GBM(n=100,d=3)",14,79,2.9388,2.7544,0.684,0.85,61.7
EMG,lt1,"GBM(n=200,d=2)",14,79,2.8709,2.705,0.696,0.856,81.0
EMG,lt1,"GBM(n=200,d=3)",14,79,2.9872,2.7938,0.674,0.845,113.8
EMG,lt1,"SVR(C=1,ε=0.1)",14,79,4.2184,4.2203,0.327,0.76,6.3
EMG,lt1,"SVR(C=1,ε=1.0)",14,79,4.2188,4.2208,0.326,0.76,6.1
EMG,lt1,"SVR(C=10,ε=0.1)",14,79,3.3321,3.1733,0.564,0.797,6.1
EMG,lt1,"SVR(C=10,ε=1.0)",14,79,3.3309,3.1721,0.564,0.797,6.5
EMG,lt1,"SVR(C=100,ε=0.1)",14,79,3.172,2.9866,0.619,0.825,6.9
EMG,lt1,"SVR(C=100,ε=1.0)",14,79,3.1726,2.9874,0.619,0.825,6.2
NIRS,lt1,Ridge(α=1),14,11,4.329,4.0134,0.326,0.646,0.1
NIRS,lt1,Ridge(α=10),14,11,4.3238,4.0117,0.327,0.645,0.1
NIRS,lt1,Ridge(α=100),14,11,4.2939,4.0147,0.331,0.638,0.1
NIRS,lt1,Ridge(α=1000),14,11,4.3747,4.2371,0.303,0.602,0.1
NIRS,lt1,Huber(ε=1.1),14,11,4.3319,4.036,0.33,0.644,0.3
NIRS,lt1,Huber(ε=1.35),14,11,4.3571,4.04,0.316,0.643,0.3
NIRS,lt1,Huber(ε=1.5),14,11,4.3573,4.0367,0.316,0.643,0.3
NIRS,lt1,Huber(ε=2.0),14,11,4.3427,4.0187,0.322,0.646,0.3
NIRS,lt1,"EN(α=0.01,l1=0.2)",14,11,4.3169,4.0099,0.328,0.644,0.4
NIRS,lt1,"EN(α=0.01,l1=0.5)",14,11,4.3211,4.011,0.327,0.645,0.5
NIRS,lt1,"EN(α=0.01,l1=0.9)",14,11,4.3277,4.013,0.326,0.645,0.9
NIRS,lt1,"EN(α=0.1,l1=0.2)",14,11,4.2814,4.0545,0.332,0.63,0.2
NIRS,lt1,"EN(α=0.1,l1=0.5)",14,11,4.2861,4.0278,0.332,0.635,0.2
NIRS,lt1,"EN(α=0.1,l1=0.9)",14,11,4.3136,4.0096,0.328,0.643,0.2
NIRS,lt1,"EN(α=1.0,l1=0.2)",14,11,4.5906,4.4915,0.247,0.58,0.2
NIRS,lt1,"EN(α=1.0,l1=0.5)",14,11,4.454,4.3354,0.283,0.595,0.1
NIRS,lt1,"EN(α=1.0,l1=0.9)",14,11,4.2769,4.0746,0.332,0.627,0.1
NIRS,lt1,"GBM(n=50,d=2)",14,11,4.0794,3.8381,0.431,0.646,3.8
NIRS,lt1,"GBM(n=50,d=3)",14,11,4.2198,3.9283,0.38,0.614,5.3
NIRS,lt1,"GBM(n=100,d=2)",14,11,4.2519,3.9808,0.376,0.636,6.8
NIRS,lt1,"GBM(n=100,d=3)",14,11,4.4772,4.1274,0.298,0.595,9.2
NIRS,lt1,"GBM(n=200,d=2)",14,11,4.4569,4.1218,0.3,0.619,12.1
NIRS,lt1,"GBM(n=200,d=3)",14,11,4.7264,4.3347,0.223,0.572,17.0
NIRS,lt1,"SVR(C=1,ε=0.1)",14,11,4.9385,4.9208,0.157,0.592,3.1
NIRS,lt1,"SVR(C=1,ε=1.0)",14,11,4.9382,4.9205,0.158,0.593,3.2
NIRS,lt1,"SVR(C=10,ε=0.1)",14,11,3.9534,3.8376,0.458,0.699,3.3
NIRS,lt1,"SVR(C=10,ε=1.0)",14,11,3.9531,3.8372,0.458,0.699,3.3
NIRS,lt1,"SVR(C=100,ε=0.1)",14,11,4.4268,4.074,0.346,0.65,3.4
NIRS,lt1,"SVR(C=100,ε=1.0)",14,11,4.4265,4.0734,0.346,0.65,2.5
HRV,lt1,Ridge(α=1),14,6,3.1726,3.1868,0.613,0.804,0.1
HRV,lt1,Ridge(α=10),14,6,3.2148,3.2265,0.602,0.798,0.1
HRV,lt1,Ridge(α=100),14,6,3.2127,3.2337,0.603,0.797,0.1
HRV,lt1,Ridge(α=1000),14,6,3.309,3.3225,0.59,0.789,0.1
HRV,lt1,Huber(ε=1.1),14,6,3.188,3.1971,0.59,0.825,0.2
HRV,lt1,Huber(ε=1.35),14,6,3.146,3.1579,0.608,0.826,0.2
HRV,lt1,Huber(ε=1.5),14,6,3.1015,3.1127,0.624,0.827,0.2
HRV,lt1,Huber(ε=2.0),14,6,3.0017,3.0102,0.651,0.83,0.2
HRV,lt1,"EN(α=0.01,l1=0.2)",14,6,3.2159,3.2293,0.602,0.797,0.3
HRV,lt1,"EN(α=0.01,l1=0.5)",14,6,3.2158,3.2281,0.602,0.798,0.3
HRV,lt1,"EN(α=0.01,l1=0.9)",14,6,3.2036,3.2153,0.605,0.799,0.9
HRV,lt1,"EN(α=0.1,l1=0.2)",14,6,3.2206,3.2438,0.603,0.797,0.1
HRV,lt1,"EN(α=0.1,l1=0.5)",14,6,3.2137,3.2367,0.604,0.797,0.1
HRV,lt1,"EN(α=0.1,l1=0.9)",14,6,3.2152,3.2295,0.602,0.798,0.2
HRV,lt1,"EN(α=1.0,l1=0.2)",14,6,3.4583,3.4535,0.563,0.785,0.1
HRV,lt1,"EN(α=1.0,l1=0.5)",14,6,3.3629,3.3653,0.581,0.788,0.1
HRV,lt1,"EN(α=1.0,l1=0.9)",14,6,3.2214,3.2449,0.604,0.796,0.1
HRV,lt1,"GBM(n=50,d=2)",14,6,3.3522,3.3804,0.522,0.743,2.2
HRV,lt1,"GBM(n=50,d=3)",14,6,3.5202,3.5205,0.449,0.703,3.0
HRV,lt1,"GBM(n=100,d=2)",14,6,3.4831,3.4908,0.442,0.708,4.0
HRV,lt1,"GBM(n=100,d=3)",14,6,3.6402,3.6218,0.397,0.686,5.3
HRV,lt1,"GBM(n=200,d=2)",14,6,3.5719,3.5756,0.398,0.69,6.9
HRV,lt1,"GBM(n=200,d=3)",14,6,3.6994,3.6642,0.379,0.678,9.3
HRV,lt1,"SVR(C=1,ε=0.1)",14,6,3.9307,3.9656,0.414,0.722,3.3
HRV,lt1,"SVR(C=1,ε=1.0)",14,6,3.9312,3.9664,0.414,0.722,3.3
HRV,lt1,"SVR(C=10,ε=0.1)",14,6,3.3591,3.3794,0.546,0.756,3.2
HRV,lt1,"SVR(C=10,ε=1.0)",14,6,3.3594,3.3798,0.546,0.756,3.2
HRV,lt1,"SVR(C=100,ε=0.1)",14,6,3.3487,3.3354,0.537,0.755,3.2
HRV,lt1,"SVR(C=100,ε=1.0)",14,6,3.3496,3.3365,0.537,0.755,2.6
EMG+NIRS,lt1,Ridge(α=1),14,90,3.1895,2.8708,0.65,0.826,0.5
EMG+NIRS,lt1,Ridge(α=10),14,90,3.0564,2.7533,0.679,0.84,0.5
EMG+NIRS,lt1,Ridge(α=100),14,90,2.8351,2.5672,0.719,0.864,0.5
EMG+NIRS,lt1,Ridge(α=1000),14,90,2.6721,2.485,0.749,0.884,0.5
EMG+NIRS,lt1,Huber(ε=1.1),14,90,3.4688,3.131,0.588,0.799,5.3
EMG+NIRS,lt1,Huber(ε=1.35),14,90,3.3652,3.0291,0.613,0.811,5.2
EMG+NIRS,lt1,Huber(ε=1.5),14,90,3.3137,2.9821,0.624,0.816,5.2
EMG+NIRS,lt1,Huber(ε=2.0),14,90,3.266,2.9393,0.633,0.819,4.8
EMG+NIRS,lt1,"EN(α=0.01,l1=0.2)",14,90,2.9783,2.6855,0.694,0.849,5.8
EMG+NIRS,lt1,"EN(α=0.01,l1=0.5)",14,90,3.0202,2.7218,0.686,0.844,6.1
EMG+NIRS,lt1,"EN(α=0.01,l1=0.9)",14,90,3.1345,2.8224,0.663,0.832,7.6
EMG+NIRS,lt1,"EN(α=0.1,l1=0.2)",14,90,2.7529,2.5109,0.733,0.872,1.9
EMG+NIRS,lt1,"EN(α=0.1,l1=0.5)",14,90,2.7918,2.5354,0.727,0.868,2.2
EMG+NIRS,lt1,"EN(α=0.1,l1=0.9)",14,90,2.9322,2.6435,0.702,0.853,3.3
EMG+NIRS,lt1,"EN(α=1.0,l1=0.2)",14,90,2.662,2.5091,0.751,0.888,0.9
EMG+NIRS,lt1,"EN(α=1.0,l1=0.5)",14,90,2.6562,2.4862,0.752,0.887,1.0
EMG+NIRS,lt1,"EN(α=1.0,l1=0.9)",14,90,2.6819,2.4552,0.744,0.879,1.0
EMG+NIRS,lt1,"GBM(n=50,d=2)",14,90,2.5197,2.2932,0.763,0.883,25.9
EMG+NIRS,lt1,"GBM(n=50,d=3)",14,90,2.6437,2.4415,0.746,0.876,35.7
EMG+NIRS,lt1,"GBM(n=100,d=2)",14,90,2.5203,2.2905,0.763,0.883,47.4
EMG+NIRS,lt1,"GBM(n=100,d=3)",14,90,2.6405,2.435,0.746,0.875,67.1
EMG+NIRS,lt1,"GBM(n=200,d=2)",14,90,2.562,2.3351,0.758,0.879,89.3
EMG+NIRS,lt1,"GBM(n=200,d=3)",14,90,2.6418,2.4281,0.746,0.874,128.2
EMG+NIRS,lt1,"SVR(C=1,ε=0.1)",14,90,4.3119,4.3109,0.312,0.777,5.9
EMG+NIRS,lt1,"SVR(C=1,ε=1.0)",14,90,4.3112,4.3101,0.313,0.778,5.9
EMG+NIRS,lt1,"SVR(C=10,ε=0.1)",14,90,3.2188,3.0514,0.598,0.821,6.0
EMG+NIRS,lt1,"SVR(C=10,ε=1.0)",14,90,3.2183,3.051,0.598,0.821,6.0
EMG+NIRS,lt1,"SVR(C=100,ε=0.1)",14,90,2.9587,2.7534,0.668,0.85,6.5
EMG+NIRS,lt1,"SVR(C=100,ε=1.0)",14,90,2.9584,2.7529,0.668,0.85,5.3
EMG+NIRS+HRV,lt1,Ridge(α=1),14,97,2.9854,2.7746,0.706,0.853,0.6
EMG+NIRS+HRV,lt1,Ridge(α=10),14,97,2.8629,2.665,0.728,0.865,0.5
EMG+NIRS+HRV,lt1,Ridge(α=100),14,97,2.6738,2.4957,0.76,0.883,0.5
EMG+NIRS+HRV,lt1,Ridge(α=1000),14,97,2.4674,2.343,0.792,0.903,0.6
EMG+NIRS+HRV,lt1,Huber(ε=1.1),14,97,3.0866,2.8811,0.678,0.836,11.5
EMG+NIRS+HRV,lt1,Huber(ε=1.35),14,97,3.0534,2.8468,0.687,0.843,10.1
EMG+NIRS+HRV,lt1,Huber(ε=1.5),14,97,3.0482,2.8393,0.689,0.845,10.7
EMG+NIRS+HRV,lt1,Huber(ε=2.0),14,97,3.0222,2.8115,0.694,0.847,9.9
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.2)",14,97,2.798,2.6038,0.739,0.871,6.8
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.5)",14,97,2.8321,2.6361,0.733,0.868,6.7
EMG+NIRS+HRV,lt1,"EN(α=0.01,l1=0.9)",14,97,2.9323,2.7289,0.716,0.858,11.9
