feature,hits,stability_pct,group
trainred_smo2_mean,14,100.0,NIRS
trainred_smo2_drop,14,100.0,NIRS
hhb_from_running_min,14,100.0,NIRS
smo2_from_running_max,14,100.0,NIRS
trainred_thb_std,14,100.0,NIRS
trainred_thb_slope,14,100.0,NIRS
trainred_thb_mean,14,100.0,NIRS
trainred_hbdiff_std,14,100.0,NIRS
trainred_hbdiff_slope,14,100.0,NIRS
trainred_hbdiff_mean,14,100.0,NIRS
trainred_hhb_std,14,100.0,NIRS
trainred_dsmo2_dt,14,100.0,NIRS
trainred_smo2_slope,14,100.0,NIRS
trainred_dhhb_dt,13,92.9,NIRS
trainred_hhb_slope,13,92.9,NIRS
smo2_rel_drop_pct,13,92.9,NIRS
trainred_smo2_std,12,85.7,NIRS
trainred_hhb_mean,10,71.4,NIRS
